PD,B-MISC,217
PD,B-MISC,218
PD,B-MISC,219
La,B-MISC,220
##S,I-MISC,221
##im,I-MISC,222
La,B-MISC,223
##S,I-MISC,224
##im,I-MISC,225
Pro,B-ORG,226
##M,I-ORG,227
Ha,B-ORG,228
##ptic,I-ORG,229
##a,I-ORG,230
Ltd,I-ORG,231
Ireland,B-LOC,232
La,B-MISC,233
##S,I-MISC,234
##im,I-MISC,235
ABS,B-MISC,236
Ce,I-MISC,237
##rt,I-MISC,238
##ifying,I-MISC,239
Examination,I-MISC,240
American,B-MISC,241
Board,I-MISC,242
of,I-MISC,243
Surgery,I-MISC,244
Ce,I-MISC,245
##rt,I-MISC,246
##ifying,I-MISC,247
Examination,I-MISC,248
G,B-MISC,249
G,B-MISC,250
G,B-MISC,251
VA,B-MISC,252
G,B-MISC,253
Diet,B-MISC,254
DE,B-MISC,255
DE,B-MISC,256
ER,B-MISC,257
MD,B-MISC,258
World,B-MISC,259
Youth,I-MISC,260
Day,I-MISC,261
Sydney,B-LOC,262
American,B-MISC,263
Japanese,B-MISC,264
CE,B-MISC,265
##S,I-MISC,266
D,I-MISC,267
CE,B-MISC,268
##S,I-MISC,269
D,I-MISC,270
CE,B-MISC,271
##S,I-MISC,272
D,I-MISC,273
HP,B-MISC,274
HP,B-MISC,275
IP,B-MISC,276
10,I-MISC,277
IF,B-ORG,278
##N,I-ORG,279
IP,B-MISC,280
10,I-MISC,281
IF,B-ORG,282
##N,I-ORG,283
##gam,I-ORG,284
IP,B-MISC,285
10,I-MISC,286
T,B-MISC,287
L,B-MISC,288
##T,B-MISC,289
H,B-ORG,290
PS,B-ORG,291
PS,B-ORG,292
IL,B-MISC,293
10,I-MISC,294
Indian,B-MISC,295
IL,B-MISC,296
10,I-MISC,297
SA,B-ORG,298
UK,B-LOC,299
N,B-ORG,300
##E,I-ORG,301
N,B-ORG,302
##E,I-ORG,303
R,B-MISC,304
##oux,B-MISC,305
en,I-LOC,306
Y,I-MISC,307
R,B-ORG,308
##GB,I-ORG,309
TD,B-MISC,310
S,B-MISC,311
##GA,I-ORG,312
G,B-MISC,313
S,B-MISC,314
##GA,I-ORG,315
A,B-ORG,316
MI,B-MISC,317
V,B-MISC,318
ST,B-MISC,319
ST,B-MISC,320
anti,B-MISC,321
Hu,I-MISC,322
anti,B-MISC,323
Hu,B-MISC,324
SC,B-MISC,325
anti,B-MISC,326
Hu,B-MISC,327
SC,B-MISC,328
CA,B-ORG,329
Uganda,B-LOC,330
CF,B-MISC,331
CF,B-MISC,332
MI,B-MISC,333
Brazilian,B-MISC,334
WHO,B-ORG,335
I,B-MISC,336
I,B-MISC,337
DS,B-MISC,338
G,B-MISC,339
##IS,I-MISC,340
AU,B-MISC,341
UC,B-ORG,342
PA,B-ORG,343
RC,B-ORG,344
UC,B-ORG,345
S,B-MISC,346
ABC,B-ORG,347
B,B-ORG,348
B,B-MISC,349
##ila,B-MISC,350
##ian,I-MISC,351
Non,B-MISC,352
##bil,I-MISC,353
##ater,I-MISC,354
##ian,I-MISC,355
HIV,B-MISC,356
Map,B-LOC,357
##uto,I-LOC,358
Mozambique,B-LOC,359
HIV,B-MISC,360
HIV,B-MISC,361
HIV,B-MISC,362
V,B-MISC,363
##HL,I-MISC,364
SC,B-MISC,365
SC,B-MISC,366
SC,B-MISC,367
E,B-MISC,368
B,B-MISC,369
anti,B-MISC,370
T,B-MISC,371
I,B-MISC,372
##g,I-MISC,373
R,B-MISC,374
##he,I-MISC,375
##id,I-MISC,376
Art,I-MISC,377
##hr,I-MISC,378
##itis,I-MISC,379
I,B-MISC,380
T,B-MISC,381
Italian,B-MISC,382
Italian,B-MISC,383
I,B-ORG,384
##CD,B-ORG,385
##V,I-ORG,386
I,B-ORG,387
##CD,B-ORG,388
E,B-MISC,389
E,B-MISC,390
CA,B-MISC,391
P,B-MISC,392
CT,B-MISC,393
Emergency,B-ORG,394
Department,I-ORG,395
E,B-MISC,396
US,B-LOC,397
En,B-MISC,398
##apa,I-MISC,399
Mi,B-PER,400
U,B-MISC,401
CT,B-MISC,402
P,B-MISC,403
HC,B-MISC,404
E,B-MISC,405
Parkinson,B-PER,406
E,B-MISC,407
PD,B-MISC,408
European,B-ORG,409
Society,I-ORG,410
of,I-ORG,411
U,I-ORG,412
##rol,I-MISC,413
##ogical,I-ORG,414
On,I-ORG,415
##cology,I-ORG,416
European,B-ORG,417
Society,I-ORG,418
of,I-ORG,419
U,I-ORG,420
##rol,I-MISC,421
##ogical,I-ORG,422
On,I-ORG,423
##cology,I-ORG,424
MR,B-MISC,425
MR,B-MISC,426
MR,B-MISC,427
DR,B-MISC,428
##G,I-MISC,429
I,B-ORG,430
L,B-ORG,431
II,B-ORG,432
I,B-ORG,433
##CU,I-LOC,434
PC,B-MISC,435
##ES,B-ORG,436
##ES,B-ORG,437
##ES,B-ORG,438
BP,B-MISC,439
Mayo,B-ORG,440
Clinic,I-ORG,441
Q,I-MISC,442
MC,B-MISC,443
C,B-ORG,444
##D,I-ORG,445
MC,B-MISC,446
MD,B-MISC,447
Co,B-MISC,448
##ck,I-MISC,449
##croft,I-MISC,450
G,I-PER,451
##ault,I-MISC,452
US,B-LOC,453
London,B-LOC,454
London,B-LOC,455
Asian,B-MISC,456
GB,B-MISC,457
GB,B-MISC,458
K,B-MISC,459
S,B-MISC,460
CD,B-ORG,461
##HP,I-ORG,462
U,B-MISC,463
U,B-MISC,464
Jewish,B-MISC,465
Australia,B-LOC,466
Latin,B-MISC,467
##as,I-MISC,468
Latin,B-MISC,469
Latin,B-MISC,470
I,B-MISC,471
##CA,I-MISC,472
##M,I-MISC,473
IL,B-MISC,474
-,I-MISC,475
6,I-MISC,476
IL,B-MISC,477
-,I-MISC,478
8,I-MISC,479
MD,B-MISC,480
I,B-LOC,481
##CU,I-LOC,482
AD,B-MISC,483
MR,B-MISC,484
D,B-MISC,485
##WI,I-MISC,486
AD,B-MISC,487
D,B-MISC,488
##WI,I-MISC,489
UK,B-LOC,490
E,B-ORG,491
##MS,I-ORG,492
##ido,I-MISC,493
PT,B-MISC,494
##SD,I-MISC,495
PT,B-MISC,496
Australian,B-MISC,497
Clinical,I-MISC,498
Trials,I-MISC,499
Register,I-MISC,500
E,B-MISC,501
CT,B-MISC,502
N,B-MISC,503
CS,B-MISC,504
CS,B-MISC,505
N,B-MISC,506
Teddy,B-LOC,507
Bear,I-LOC,508
Hospital,I-LOC,509
Birmingham,B-LOC,510
B,B-MISC,511
Ch,B-MISC,512
##lam,I-LOC,513
N,B-MISC,514
CT,B-MISC,515
AT,B-ORG,516
M,B-ORG,517
Cha,B-MISC,518
His,B-MISC,519
H,B-ORG,520
##V,B-ORG,521
##HF,I-ORG,522
AC,B-ORG,523
EU,B-ORG,524
ME,B-ORG,525
AC,B-ORG,526
EU,B-ORG,527
ME,B-ORG,528
AC,B-ORG,529
EU,B-ORG,530
P,B-ORG,531
P,B-ORG,532
P,B-ORG,533
P,B-ORG,534
FL,B-MISC,535
Cy,B-MISC,536
PA,B-ORG,537
##PS,I-ORG,538
SL,B-MISC,539
PA,B-MISC,540
SL,B-MISC,541
PD,B-MISC,542
##X,I-MISC,543
1,I-MISC,544
PD,B-MISC,545
##X,I-MISC,546
-,I-MISC,547
1,I-MISC,548
Gardner,B-PER,549
CT,B-MISC,550
Gardner,B-PER,551
Gardner,B-PER,552
CT,B-MISC,553
Gardner,B-PER,554
CT,B-MISC,555
CT,B-MISC,556
CT,B-MISC,557
CT,B-MISC,558
CT,B-MISC,559
CT,B-MISC,560
E,B-MISC,561
E,B-MISC,562
AM,B-MISC,563
AM,B-MISC,564
CA,B-MISC,565
D,B-MISC,566
T,B-MISC,567
ATP,B-MISC,568
I,B-MISC,569
##CU,I-MISC,570
PS,B-MISC,571
I,B-MISC,572
I,B-MISC,573
PS,B-MISC,574
England,B-LOC,575
HP,B-MISC,576
##A,I-MISC,577
1,I-MISC,578
HP,B-MISC,579
##A,I-MISC,580
Washington,B-LOC,581
State,I-LOC,582
Babe,B-MISC,583
B,B-PER,584
B,B-MISC,585
Babe,B-MISC,586
Pa,B-PER,587
A1,I-MISC,588
L,B-MISC,589
L,B-MISC,590
Vera,B-ORG,591
##pa,I-ORG,592
##mi,I-ORG,593
United,B-LOC,594
States,I-LOC,595
MS,B-MISC,596
##A,I-MISC,597
##MS,B-ORG,598
MS,B-MISC,599
##A,I-MISC,600
United,B-LOC,601
States,I-LOC,602
PC,B-MISC,603
CT,B-MISC,604
CT,B-MISC,605
CT,B-MISC,606
T,B-MISC,607
PC,B-MISC,608
HP,B-ORG,609
NC,B-ORG,610
##P,I-ORG,611
E,B-MISC,612
E,B-MISC,613
S,B-MISC,614
Finland,B-LOC,615
C,B-MISC,616
H,B-MISC,617
H,B-MISC,618
CP,B-MISC,619
CS,B-MISC,620
CS,B-MISC,621
P,B-MISC,622
MI,B-MISC,623
MC,B-ORG,624
##P,I-ORG,625
RA,B-ORG,626
MC,B-ORG,627
##P,I-ORG,628
A,B-MISC,629
MR,B-MISC,630
MR,B-MISC,631
MI,B-MISC,632
University,B-ORG,633
of,I-ORG,634
Massachusetts,I-ORG,635
Medical,I-ORG,636
Center,I-ORG,637
IT,B-MISC,638
HC,B-MISC,639
H,B-MISC,640
G,B-PER,641
##au,I-PER,642
R,B-MISC,643
R,B-MISC,644
L,B-MISC,645
S,B-ORG,646
L,B-MISC,647
A,B-ORG,648
&,I-ORG,649
E,I-ORG,650
A,B-ORG,651
&,I-ORG,652
E,I-ORG,653
M,B-ORG,654
GE,B-MISC,655
AP,B-MISC,656
I,B-MISC,657
Danish,B-MISC,658
Pa,B-MISC,659
E,B-MISC,660
EU,B-MISC,661
MP,B-ORG,662
CT,B-MISC,663
CT,B-MISC,664
CP,B-MISC,665
VA,B-ORG,666
EC,B-ORG,667
CP,B-MISC,668
Emergency,B-ORG,669
Department,I-ORG,670
CC,B-MISC,671
I,B-MISC,672
F,B-MISC,673
F,B-MISC,674
Co,B-MISC,675
##ry,I-MISC,676
Arte,I-MISC,677
##ry,I-MISC,678
By,I-MISC,679
##pass,I-MISC,680
Surgery,I-MISC,681
CA,B-MISC,682
A,B-MISC,683
Tor,I-MISC,684
##os,I-MISC,685
St,I-MISC,686
L,B-ORG,687
T,B-ORG,688
G,B-MISC,689
Silver,B-MISC,690
Russell,I-MISC,691
S,I-MISC,692
##drome,I-MISC,693
G,B-MISC,694
G,B-MISC,695
N,B-MISC,696
##T,I-MISC,697
N,B-MISC,698
Mi,B-MISC,699
##tra,I-MISC,700
##C,I-MISC,701
##lip,I-MISC,702
FM,B-MISC,703
Mi,B-MISC,704
##tra,I-MISC,705
##C,I-MISC,706
##lip,I-MISC,707
MR,B-MISC,708
Everest,B-MISC,709
II,I-MISC,710
Mi,B-MISC,711
##tra,I-MISC,712
##C,I-MISC,713
##lip,I-MISC,714
E,B-MISC,715
Mi,B-MISC,716
##tra,I-MISC,717
##C,I-MISC,718
##lip,I-MISC,719
GT,B-MISC,720
Ce,I-MISC,721
N,I-MISC,722
US,B-MISC,723
Anti,B-MISC,724
##hy,I-MISC,725
##ive,I-MISC,726
BP,B-MISC,727
BP,B-MISC,728
BP,B-ORG,729
Vita,B-MISC,730
D,I-MISC,731
D,I-MISC,732
F,B-MISC,733
F,B-MISC,734
O,B-LOC,735
##stra,I-LOC,736
##va,B-LOC,737
Czech,B-LOC,738
Republic,I-LOC,739
F,B-MISC,740
F,B-MISC,741
OH,B-ORG,742
##NS,I-ORG,743
AR,B-ORG,744
OH,B-ORG,745
##NS,I-ORG,746
Zen,B-PER,747
##ker,I-PER,748
E,B-MISC,749
##SD,I-MISC,750
E,B-MISC,751
##SD,I-MISC,752
Zen,B-PER,753
##ker,I-PER,754
E,B-MISC,755
O,B-ORG,756
PC,B-ORG,757
##NL,I-ORG,758
PC,B-ORG,759
##NL,I-ORG,760
V,I-MISC,761
I,B-MISC,762
MS,B-MISC,763
MS,B-MISC,764
Anti,B-MISC,765
##gen,I-MISC,766
S,I-MISC,767
##pecific,I-MISC,768
##so,I-MISC,769
All,I-MISC,770
I,B-MISC,771
##g,I-MISC,772
##E,I-MISC,773
Analysis,I-MISC,774
Mediterranean,B-LOC,775
Area,I-LOC,776
IS,B-ORG,777
##AC,I-ORG,778
Ara,B-MISC,779
IS,B-ORG,780
##AC,I-ORG,781
PT,B-MISC,782
U,B-LOC,783
.,I-LOC,784
S,I-LOC,785
.,I-LOC,786
T,B-MISC,787
MR,B-MISC,788
MR,B-MISC,789
I,B-ORG,790
MR,B-MISC,791
PC,B-MISC,792
##om,I-MISC,793
##A,I-MISC,794
SP,B-ORG,795
UV,B-ORG,796
##A,I-MISC,797
Suns,B-MISC,798
##cre,I-ORG,799
##en,I-MISC,800
Si,I-MISC,801
BA,B-ORG,802
##SF,I-ORG,803
Suns,I-ORG,804
##cre,I-ORG,805
##en,I-ORG,806
Si,I-MISC,807
##lator,I-MISC,808
EA,B-ORG,809
R,B-MISC,810
EA,B-ORG,811
O,B-MISC,812
K,B-MISC,813
##nee,I-MISC,814
Art,I-MISC,815
##os,I-MISC,816
AS,B-MISC,817
##A,I-MISC,818
S,B-MISC,819
##WI,I-MISC,820
FL,B-ORG,821
S,B-MISC,822
##WI,I-MISC,823
Ni,B-MISC,824
##pp,I-MISC,825
Spa,I-MISC,826
##ring,I-MISC,827
Ma,I-MISC,828
##ct,I-MISC,829
N,B-MISC,830
N,B-MISC,831
Abbott,B-MISC,832
Real,I-MISC,833
##T,I-MISC,834
##ime,I-MISC,835
C,I-MISC,836
C,I-MISC,837
##tic,I-MISC,838
Disc,I-MISC,839
P,B-MISC,840
AB,B-MISC,841
##O,I-MISC,842
Blood,I-MISC,843
Group,I-MISC,844
Modern,B-MISC,845
Era,I-MISC,846
AB,B-MISC,847
AB,B-MISC,848
AB,B-MISC,849
##O,I-MISC,850
HP,B-MISC,851
A,B-MISC,852
##able,I-MISC,853
Care,I-MISC,854
Act,I-MISC,855
A,B-ORG,856
##c,B-ORG,857
##CC,I-ORG,858
H,B-MISC,859
AD,B-MISC,860
AD,B-MISC,861
##A,I-MISC,862
AD,B-MISC,863
##A,I-MISC,864
I,I-MISC,865
Stage,B-MISC,866
1,I-MISC,867
E,B-MISC,868
SE,B-ORG,869
##EC,I-ORG,870
Stage,B-MISC,871
1,I-MISC,872
E,B-MISC,873
Me,B-MISC,874
L,B-MISC,875
L,B-MISC,876
G,B-MISC,877
MS,B-MISC,878
MS,B-MISC,879
Left,B-MISC,880
RA,B-ORG,881
L,B-MISC,882
RA,B-ORG,883
AD,B-MISC,884
##MA,I-MISC,885
M,B-MISC,886
O,I-MISC,887
##su,I-MISC,888
B,I-MISC,889
##cent,I-ORG,890
##er,I-ORG,891
American,B-ORG,892
Cancer,I-ORG,893
Society,I-ORG,894
Ce,I-MISC,895
Spin,B-MISC,896
##al,I-MISC,897
St,I-MISC,898
##eno,I-MISC,899
##sis,I-MISC,900
D,B-ORG,901
National,B-MISC,902
Le,I-MISC,903
##gis,I-MISC,904
##lation,I-MISC,905
Scottish,B-MISC,906
P,B-MISC,907
##OS,I-MISC,908
B,I-MISC,909
See,I-MISC,910
I,I-MISC,911
B,I-MISC,912
PBS,B-ORG,913
MR,B-MISC,914
V,B-MISC,915
##nal,I-MISC,916
C,I-MISC,917
##uff,I-MISC,918
B,B-MISC,919
##hy,I-MISC,920
##ther,I-MISC,921
##ap,I-MISC,922
##y,I-MISC,923
Planning,I-MISC,924
VC,B-MISC,925
VC,B-MISC,926
VC,B-MISC,927
De,B-MISC,928
Lu,I-MISC,929
##r,I-MISC,930
Spin,I-MISC,931
##e,I-MISC,932
Disease,I-MISC,933
Art,I-MISC,934
T,B-ORG,935
DD,B-MISC,936
DD,B-MISC,937
Pro,B-MISC,938
Fr,I-MISC,939
Met,B-MISC,940
##ast,I-MISC,941
##atic,I-MISC,942
Bone,I-MISC,943
Disease,I-MISC,944
Co,B-MISC,945
Neo,I-MISC,946
Per,B-LOC,947
##iac,I-MISC,948
##eta,I-MISC,949
##bula,I-MISC,950
Region,I-MISC,951
I,B-MISC,952
G,B-MISC,953
L,B-MISC,954
HC,B-ORG,955
##C,I-ORG,956
Milan,B-LOC,957
I,B-ORG,958
S,B-ORG,959
I,B-ORG,960
S,B-ORG,961
E,B-ORG,962
E,B-MISC,963
Wang,B-PER,964
Disc,B-MISC,965
##e,I-MISC,966
Choice,I-MISC,967
Experiment,I-MISC,968
DC,B-MISC,969
##Es,I-MISC,970
DC,B-MISC,971
##Es,I-MISC,972
Off,I-MISC,973
Experiment,I-MISC,974
G,B-MISC,975
##ado,B-MISC,976
##xe,I-MISC,977
##tic,I-MISC,978
A,I-MISC,979
##cid,I-MISC,980
En,I-MISC,981
##han,I-MISC,982
##ced,I-MISC,983
Color,B-MISC,984
##ec,I-MISC,985
##tal,I-MISC,986
Cancer,I-MISC,987
Non,I-ORG,988
SR,B-MISC,989
B,B-LOC,990
MR,B-MISC,991
Surgery,I-MISC,992
##oa,I-MISC,993
Art,I-MISC,994
T,B-ORG,995
FA,B-MISC,996
Pa,I-MISC,997
##llo,I-MISC,998
##ma,I-MISC,999
##virus,I-MISC,1000
O,B-MISC,1001
HP,B-MISC,1002
HP,B-MISC,1003
S,B-MISC,1004
Gas,I-MISC,1005
##tre,I-MISC,1006
##ct,I-MISC,1007
S,B-MISC,1008
Insurance,I-MISC,1009
##place,I-MISC,1010
L,B-ORG,1011
L,B-ORG,1012
Social,B-MISC,1013
V,I-MISC,1014
##ul,I-MISC,1015
##ner,I-MISC,1016
##ability,I-MISC,1017
Index,I-MISC,1018
Georgia,B-LOC,1019
SV,B-MISC,1020
Thoroughbred,B-MISC,1021
MR,B-MISC,1022
Organization,B-ORG,1023
Strategy,B-MISC,1024
for,I-MISC,1025
Quality,I-MISC,1026
Improvement,I-MISC,1027
Chinese,B-MISC,1028
E,B-MISC,1029
Research,I-MISC,1030
Use,I-MISC,1031
Ethics,I-MISC,1032
Committee,I-MISC,1033
Clinical,B-MISC,1034
Trials,I-MISC,1035
of,I-MISC,1036
Anti,I-MISC,1037
-,I-MISC,1038
De,I-MISC,1039
##ment,I-MISC,1040
##ia,I-MISC,1041
Drugs,I-MISC,1042
R,B-ORG,1043
##EC,I-ORG,1044
I,B-MISC,1045
Do,B-ORG,1046
##H,I-MISC,1047
China,B-LOC,1048
Chinese,B-MISC,1049
China,B-LOC,1050
of,I-MISC,1051
##de,I-MISC,1052
##able,I-MISC,1053
BP,B-MISC,1054
BP,B-MISC,1055
BP,B-MISC,1056
DE,I-MISC,1057
BP,B-MISC,1058
BP,B-MISC,1059
Mona,B-MISC,1060
Mona,B-MISC,1061
G,B-MISC,1062
G,B-MISC,1063
##S,I-MISC,1064
Need,B-PER,1065
G,B-MISC,1066
##IS,B-MISC,1067
G,B-MISC,1068
F,B-ORG,1069
F,B-MISC,1070
MR,B-MISC,1071
Sub,B-MISC,1072
##ac,I-MISC,1073
##ial,I-MISC,1074
O,I-MISC,1075
C,B-MISC,1076
##icle,I-MISC,1077
Hook,I-MISC,1078
Ni,B-MISC,1079
##gro,I-MISC,1080
System,I-MISC,1081
Parkinson,B-MISC,1082
',I-MISC,1083
s,I-MISC,1084
Disease,I-MISC,1085
PD,B-MISC,1086
MR,B-MISC,1087
PD,B-MISC,1088
C,B-ORG,1089
T,B-MISC,1090
##IA,I-MISC,1091
Norwegian,B-MISC,1092
Vita,I-MISC,1093
D,I-MISC,1094
A,I-MISC,1095
Italian,B-MISC,1096
Italy,B-LOC,1097
C,B-MISC,1098
C,B-MISC,1099
C,B-MISC,1100
humans,B-MISC,1101
C,B-MISC,1102
AL,B-MISC,1103
Central,B-MISC,1104
European,I-MISC,1105
Lac,I-MISC,1106
##tation,I-MISC,1107
Practice,I-MISC,1108
##s,I-MISC,1109
Project,B-MISC,1110
H,I-MISC,1111
G,B-MISC,1112
##DM,I-MISC,1113
La,B-MISC,1114
##os,I-MISC,1115
C,B-MISC,1116
C,B-MISC,1117
US,B-LOC,1118
Son,B-MISC,1119
##ov,I-MISC,1120
E,B-ORG,1121
ER,B-ORG,1122
O,B-MISC,1123
O,B-MISC,1124
Western,B-LOC,1125
Australia,I-LOC,1126
GP,B-ORG,1127
T,B-MISC,1128
##omb,I-MISC,1129
##oly,I-MISC,1130
My,I-MISC,1131
##oc,I-MISC,1132
##ard,I-MISC,1133
##ial,I-MISC,1134
In,I-MISC,1135
##far,I-MISC,1136
##ction,I-MISC,1137
ST,B-MISC,1138
I,B-MISC,1139
ST,B-MISC,1140
##EM,I-MISC,1141
##I,I-MISC,1142
PC,B-MISC,1143
ST,B-MISC,1144
##EM,I-MISC,1145
##I,I-MISC,1146
T,I-MISC,1147
##IM,I-MISC,1148
##I,I-MISC,1149
R,B-MISC,1150
E,B-MISC,1151
##p,I-MISC,1152
##worth,I-MISC,1153
Sleep,I-MISC,1154
##iness,I-MISC,1155
Scale,I-MISC,1156
E,B-MISC,1157
##SS,I-MISC,1158
L,B-MISC,1159
F,B-ORG,1160
P,I-ORG,1161
##ET,I-ORG,1162
CT,B-MISC,1163
F,B-MISC,1164
P,B-MISC,1165
F,B-ORG,1166
Seattle,B-LOC,1167
SH,B-ORG,1168
##FM,I-ORG,1169
SH,B-ORG,1170
##FM,I-ORG,1171
L,B-MISC,1172
H,B-MISC,1173
##A,I-MISC,1174
H,B-MISC,1175
##A,I-MISC,1176
EU,B-ORG,1177
##S,I-ORG,1178
EU,B-ORG,1179
##S,I-ORG,1180
CP,B-MISC,1181
CP,B-MISC,1182
CP,B-MISC,1183
HBO,B-ORG,1184
V,B-MISC,1185
##ril,I-MISC,1186
##os,I-MISC,1187
##cope,I-MISC,1188
United,B-LOC,1189
Kingdom,I-LOC,1190
UK,B-LOC,1191
UK,B-LOC,1192
Cho,B-MISC,1193
N,B-ORG,1194
##eb,I-ORG,1195
##ivo,I-ORG,1196
##lo,I-ORG,1197
CH,B-ORG,1198
N,B-ORG,1199
##eb,I-ORG,1200
##ivo,I-ORG,1201
##lo,I-ORG,1202
N,B-MISC,1203
Denmark,B-LOC,1204
RA,B-MISC,1205
RA,B-MISC,1206
RA,B-PER,1207
RA,B-MISC,1208
DS,B-MISC,1209
##M,I-MISC,1210
-,I-MISC,1211
IV,I-MISC,1212
FF,B-MISC,1213
DS,B-MISC,1214
##M,I-MISC,1215
-,I-MISC,1216
IV,I-MISC,1217
FF,B-MISC,1218
DS,B-MISC,1219
##M,I-MISC,1220
-,I-MISC,1221
IV,I-MISC,1222
FF,B-MISC,1223
C,B-MISC,1224
C,B-MISC,1225
E,B-ORG,1226
##N,I-ORG,1227
##B,I-ORG,1228
##DC,I-ORG,1229
L,B-ORG,1230
IL,B-MISC,1231
8,I-MISC,1232
IL,B-MISC,1233
8,I-MISC,1234
ST,B-MISC,1235
E,B-ORG,1236
ST,B-MISC,1237
CT,B-ORG,1238
##C,I-ORG,1239
TD,B-MISC,1240
TD,B-MISC,1241
N,B-MISC,1242
S,B-MISC,1243
MR,B-MISC,1244
MR,B-MISC,1245
